Id;codigo;nome;razao_social;email;telefone;tipo_negocio;grupo_negocio;rua;numero;cep;bairro;complemento;cidade;estado;pais;cnpj;inscricao_estadual;observacao;data_criacao;dia_pagamento;status;data_inativo;atendimentos_agendados;atendimentos_atrasados;atendimentos_finalizados;frequencia_coleta
10002463;2277;BARRA GRANDE SÃO ROQUE;BARRA GRANDE SÃO ROQUE;;(14) 99792-6216;;Comércio;Tibiriça;S/N;00000-000;;;Bauru;SP;Brasil;;;;30/11/2016;;Deletado;;0;0;1;
10002464;115;BARRACA DA BENE;BARRACA DA BENE;;(14) 99726-9760;;Comércio;Rua Maria Da Conceição;5-79;17026-794;JARDIM CHAPADÃO;;Bauru;SP;Brasil;;;;13/05/2013;;Inativo;07/09/2023;0;0;52;
10002465;1781;BARRACA DO LUIZ;BARRACA DO LUIZ;;;;Comércio;Em Frente Ao Centrinho;S/N;17012900;;;Bauru;SP;Brasil;;;;25/03/2015;;Ativo;09/10/2023;0;0;78;
10002466;COMODATO 17/10/2019 - 03/05/2019 - 08/01/2020 - 24/11/2020 - 27/10/2022;BARRETOS COUNTRY RESORT E CONVENÇÕES;BARRETOS COUNTRY RESORT E CONVENÇÕES;ATENDIMENTO@BARRETOSCOUNTRY.COM.BR;(17) 3321-2323;Outros estabelecimentos comerciais;Comércio;Via Pedro Vicentini Lado Ímpar;111;14785-100;AEROPORTO;;Barretos;SP;Brasil;29244021000134;;;06/05/2019;;Ativo;17/09/2023;0;0;139;
10002467;1550;BARRIGA LANCHES;BARRIGA LANCHES;;(14) 3208-0815;;;Rua Rio Branco (Prox. The Burguer Batista);8-29;00000-000;;;Bauru;SP;Brasil;;;;30/11/2016;;Ativo;09/10/2023;0;0;55;
10002468;;BARTOLOMEU SHOPPING FERNANDÓPOLIS;BARTOLOMEU SHOPPING FERNANDÓPOLIS;;(17) 99668-4878;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Avenida Litério Grecco;600;15608-060;Vila São Fernando;SALA 11;Fernandópolis;SP;Brasil;;;;28/08/2018;;Inativo;14/08/2023;0;0;39;
10002469;;BASSETO BAR E MERCEARIA;BASSETO BAR E MERCEARIA;;(14) 3372-2832;Bar / Boteco / Pub;Estabelecimentos Alimentícios;Rua Orlando Ferreira;661;18900-000;;;Santa Cruz Do Rio Pardo;SP;Brasil;;;;25/06/2019;;Inativo;18/05/2023;0;0;48;
10002470;117;BATALHÃO DA PM 2;BATALHÃO DA PM 2;;(14) 8810-5483;;;Av. Cruzeiro Do Sul;14;17030-743;JARDIM CARVALHO;;Bauru;SP;Brasil;;;;23/12/2010;;Deletado;01/05/2020;0;0;6;
10002471;116;BATALHÃO DA PM 4;BATALHÃO DA PM 4;;(14) 3222-3172;;;Rua Major Fonseca Osório;4-65;17013-140;VILA ANTÁRTICA;;Bauru;SP;Brasil;;;COMODATO 29/08/2019;29/11/2011;;Inativo;09/04/2023;0;0;15;
10002472;2221;BCA BATATA;BCA BATATA;;(14) 99864-3558;;;Rua Batista De Carvalho;7-25;17010-000;CENTRO;;Bauru;SP;Brasil;25118835000171;;COMODATO 18/07/2016;30/11/2016;;Ativo;13/11/2023;0;0;36;
10002473;;DU CHEFE;DU CHEFE;;(14) 3206-4091;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Júlio Maringoni 11-39;11-39;17012-130;JARDIM NASRALLA;;Bauru;SP;Brasil;12484628000199;;;17/12/2010;;Deletado;28/02/2021;0;0;47;
10002474;3186;BATATARIA ROCK'N ROSTI;BATATARIA ROCK'N ROSTI;;(14) 3202-8288;;Comércio;Av. Nossa Senhora De Fátima De Quadra 2 Ao Fim;9-20;17017-337;JARDIM AMÉRICA;;Bauru;SP;Brasil;;;;10/10/2018;;Deletado;23/08/2021;0;0;12;
10002475;COMODATO 26/02/2015;BATERIAS CRAL;BATERIAS CRAL;;(14) 2106-3200;Outras Indústrias;Indústrias;Rua Ezequiel Vaz;4-115;17048-700;Chácaras Bauruenses;;Bauru;SP;Brasil;71683379000200;;;28/02/2015;;Ativo;01/10/2023;0;0;96;
10002476;;BATERIAS TUDOR (PROJETO);INDUSTRIAS TUDOR SP DE BATERIAS LTDA;;(14) 3103-5462;Refeitório;Indústrias;Rua Jose Pineli;2-130;17039-741;Distrito Industrial Marcus Vinícius Feliz Machado;;Bauru;SP;Brasil;96195615000190;209.173.717-119;;20/08/2008;;Ativo;21/09/2023;0;0;50;
10002477;123;BB BATATAS;BB BATATAS;;(14) 3202-9891;;;Rua Gustavo Maciel Qd 22;QD 22;17012-110;JARDIM NASRALLA;;Bauru;SP;Brasil;;;;11/08/2008;;Ativo;27/09/2023;0;0;90;
10002478;3437;BBD MC DONALDS SHOPPING BEBEDOURO;BBD MC DONALDS SHOPPING BEBEDOURO;J.GASPAR@AMBIENSYS.COM.BR;(17) 3313-0396;;;Av. Allan Kardec;1451;14701-904;CENTRO;;Bebedouro;SP;Brasil;42591651179607;;;29/05/2019;;Ativo;18/09/2023;0;0;126;
10002479;3187;BELA ROSA;BELA ROSA;;(14) 99856-5591;;;Avenida Marginal 200;1050;18606-294;Vila Real;;Botucatu;SP;Brasil;;;;10/10/2018;;Deletado;27/09/2022;0;0;65;
10002480;COMODATO 23/07/2019;BELLA CAPRI (COMENDADOR);BELLA CAPRI (COMENDADOR);;(17) 99613-2732;Pizzaria;Estabelecimentos Alimentícios;Av. Comendador José Da Silva Martha Até Quadra 14;4-52;17016-080;JARDIM ESTORIL;;Bauru;SP;Brasil;;;;24/07/2019;;Deletado;06/08/2022;0;0;32;
10002481;3494;BELLAS MASSAS;BELLAS MASSAS;;14998780049;;Comércio;Rua Padre Anchieta;13-72;17060-400;VILA SÃO JOÃO DA BOA VISTA;;Bauru;SP;Brasil;;;;08/07/2019;;Deletado;07/09/2020;0;0;18;
10002482;1995;BEM CAIPIRA;BEM CAIPIRA;;(14) 98209-0588;;Comércio;Rodovia Jácomo Lanjeli;KM 03;00000-000;;;Botucatu;SP;Brasil;;;;08/09/2015;;Deletado;15/09/2020;0;0;9;
10002483;COMODATO 15/05/2019;BENÇA PARRILLA HAMBURGUERIA;BENÇA PARRILLA HAMBURGUERIA;;(14) 99801-6165;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Julio Maringoni;12-28;17014-039;VILA AMERICA;;Bauru;SP;Brasil;;;;13/05/2019;;Ativo;11/10/2023;0;0;65;
10002484;472;BENDITO BOTECO;BENDITO BOTECO;;(16) 3252-2613;Bar / Boteco / Pub;Estabelecimentos Alimentícios;Av. Paulo Roberto Scandar;956;00000-000;CENTRO;;Taquaritinga;SP;Brasil;;;ANTIGO FAROL LANCHES;05/09/2013;;Inativo;24/03/2023;0;0;28;
10002485;COMODATO 21/03/2019;BETINHO LANCHES;BETINHO LANCHES;;(14) 99658-1020;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Francisco Pontremolez;411;19940000;;;Ibirarema;SP;Brasil;32463315881;;;22/03/2018;;Ativo;04/12/2023;0;0;3;
10002486;COMODATO 06/11/2018 E 22/05/2019;BETO CARNES;BETO CARNES;CONTATO@BETOCARNES.COM.BR;(16) 3501-1750;Açougues;Comércio;Avenida Bruno Ruggiero Filho;592;13562420;Parque Santa Felícia Jardim;;São Carlos;SP;Brasil;08846091000192;;;07/11/2018;;Ativo;29/09/2023;0;0;155;
10002487;3236;BIA A LA CARTE 1;BIA A LA CARTE 1;;(14) 99711-1808;;Comércio;Rua Vital Brasil;2-05;17012-010;FALCAO;;Bauru;SP;Brasil;28445974000106;;COMODATO 29/12/2018;05/12/2018;;Deletado;18/10/2020;0;0;12;
10002488;1772;BIG BODE;BIG BODE;;(14) 3226-3013;;Comércio;Rua Eduardo Vergueiro de Lorena;3-57;17012-450;Vila Aeroporto Bauru;até Quadra 6;Bauru;SP;Brasil;;;COMODATO 19/12/2018;27/03/2015;;Deletado;03/10/2020;0;0;5;
10002489;COMODATO 04/12/2015;BIG PASTEL;BIG PASTEL;;(14) 98809-9370;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Alto Juruá;28-42;17063-010;VILA LEMOS;;Bauru;SP;Brasil;;;;30/11/2016;;Deletado;06/05/2022;0;0;27;
10002490;3259;LANCHONETE LS;LANCHONETE LS;;(14) 3281-8769;;Comércio;Av. Engenheiro Hélio Police;2-7;17032-290;JARDIM REDENTOR;;Bauru;SP;Brasil;11524020000188;;ANTIGO BIG POINT LANCHES;20/12/2018;;Inativo;07/09/2023;0;0;42;
10002491;COMODATO 05/07/2017 - 11/11/2020 - 08/09/2022;BIG SALGADO;BIG SALGADO;;(19) 99221-1730;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Artur Witaker;402;13690-000;CENTRO;;Descalvado;SP;Brasil;17011004000178;;CUNHADO ESTA COM 3 TAMBORES;06/07/2017;;Ativo;22/09/2023;0;0;67;
10002492;COMODATO 19/09/2018;BIGUA CASA DE CARNES;BIGUA CASA DE CARNES;;(14) 99119-6439;;Comércio;Rua Flávio Aredes Lopes;6-94;17035-110;TANGARÁS;;Bauru;SP;Brasil;01549368000176;;;20/09/2018;;Deletado;21/10/2020;0;0;12;
10002493;1571;Biovale;Biovale;;14-3441-2464;;;Rua Rafael Ubeaba Gonçales  3 -29;;00000-000;;;Tupã;SP;Brasil;;;;05/12/2014;;Ativo;;;;;
10002494;;BIRO COLETOR;BIRO COLETOR;;(16) 99718-2598;;;Jesunina Andre Pascilli;09-09;-;LARANJEIRAS;;Taquaritinga;SP;Brasil;;;;09/05/2018;;Deletado;18/09/2020;0;0;6;
10002495;COMODATO 10/09/2015;BISCOITO E CIA;BISCOITO E CIA;;(14) 3011-9090;Outros estabelecimentos comerciais;Comércio;Rua Ignacio Alexandre Nasralla;4-40;17017-260;Jardim Amália;;Bauru;SP;Brasil;;;;07/03/2012;;Deletado;07/01/2021;0;0;6;
10002496;;BISPO ASSADO;BISPO ASSADO;;(14) 3243-2127;Bar / Boteco / Pub;Estabelecimentos Alimentícios;Av. Nossa Senhora De Fátima;13-80;17017-337;JARDIM AMÉRICA;;Bauru;SP;Brasil;;;SOMENTE QUINTA NA PARTE DA MANHÃ;26/02/2015;;Ativo;16/09/2023;0;0;193;
10002497;;BISTRÔ BRASILEIRO;BISTRÔ BRASILEIRO;;(14) 99121-2178;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Avenida Affonso José Aiello;14-45;17018-520;Vila Aviação;;Bauru;SP;Brasil;;;;05/12/2017;;Inativo;05/09/2023;0;0;194;
10002498;2979;Burger King Acae Drive Presidente Prudente;BK Acae Drive;;(18)99625-4540;;;Av. Washington Luiz De 571/572 A 1554/1555;875;19015-150;CENTRO;;Presidente Prudente;SP;Brasil;13574594013506;;;15/06/2018;;Deletado;;;;;
10002499;2422;Burger King Assis;BK Assis Plaza;;;;;Av. Rui Barbosa;300;19814-000;SHOPP PLAZA;;Assis;SP;Brasil;;;;13/03/2017;;Deletado;;;;;
10002500;189;BK Bauru Shopping;BK Bauru Shopping;;;;;Bauru Shopping;;00000-000;;;Bauru;SP;Brasil;;;;20/01/2011;;Deletado;;;;;
10002501;190;BK Boulevard Shopping;BK Boulevard Shopping;;(14)3232 -1482;;;Rua General Marcondes Salgado;11-39;17013-113;CHÁCARA DAS FLORES;;Bauru;SP;Brasil;13574594012364;;;03/01/2013;;Deletado;;;;;
10002502;COMODATO 02/06/2017;BK CARREFOUR;BK CARREFOUR NÃO É CARGIL;;(17) 99739-4586;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Av. Tancredo Neves;900;15076-630;PQ INDUSTRIAL;;São José Do Rio Preto;SP;Brasil;13574594026829;;FOI RETIRADO 3 TAMBORES DIA 07/04/2021;16/07/2015;;Deletado;05/03/2022;0;0;77;
10002503;1997;Burger King Drive;BK Drive;;(16)99224-0224;;;Av. Francisco Pereira Lopes;170;13564-002;PARQUE ARNOLD SCHIMIDT;;São Carlos;SP;Brasil;;;;08/09/2015;;Deletado;;;;;
10002504;3035;BK Drive;BK Drive;;(17)99604-5059;;;Av. Brasil;4817;15500-051;JARDIM SÃO JUDAS TADEU;;Votuporanga;SP;Brasil;13574594076761;;;18/07/2018;;Deletado;;;;;
10002505;2975;Burguer King (Araçatuba);BK Drive (Araçatuba);;(18)99796-4051;;;Av. Brasília;1798;16018-000;JARDIM NOVA YORQUE;;Araçatuba;SP;Brasil;13574594024109;;;15/06/2018;;Deletado;;;;;
10002506;2784;Burger King Drive Araras;BK Drive Araras;;(19)99144-3236;;;Av. Dona Renata;3858;13600-001;CENTRO;;Araras;SP;Brasil;13574594072260;;;08/01/2018;;Deletado;;;;;
10002507;1926;Burguer King - Loja Drive;BK Drive Babby Bassed;;17-99757-6079;;;Rua Prof Jamil Kauan S/N;;00000-000;VL IMPERIAL;;São José Do Rio Preto;SP;Brasil;;;;16/07/2015;;Deletado;;;;;
10002508;2377;Burger King Drive;BK Drive Bauru;22513@BURGERKING.COM.BR;(14)99634-5579;;;Av. Getúlio Vargas;580;17017-000;VILA GUEDES DE AZEVEDO;;Bauru;SP;Brasil;;;;27/12/2016;;Deletado;;;;;
10002509;3267;BK Fs Botucatu;BK Drive Botucatu;;(14)99621-8196;;;Av. Santana;671;-;CENTRO;;Botucatu;SP;Brasil;13574594076680;;;04/01/2019;;Deletado;;;;;
10002510;3278;BK Drive Brasil;BK Drive Brasil;;(11)95687-3928;;;Av. Antonio Paschoal;1547;14160-500;CENTRO;;Sertãozinho;SP;Brasil;13574594081684;;;10/01/2019;;Deletado;;0;0;1;
10002511;1910;Burguer King - Drive Franca;BK Drive Franca;;(16)99636-8137;;;Av. Dr Ismael Alonso Y Alonso;2161;14400-770;CENTRO;;Franca;SP;Brasil;13574594024532;;;01/07/2015;;Deletado;;;;;
10002512;2043;BK Drive Jau;BK Drive Jau;;14-99885 7739 V;;;Av. Deputado Zien Nassif Até 790/791;S/N;17203-570;1ª ZONA INDUSTRIAL;;Jau;SP;Brasil;;;;30/11/2016;;Deletado;;;;;
10002513;2783;Burger King Drive Jose Munia;BK Drive Jose Munia;;(17)99195-5007;;;Av. José Munia;;15090-500;JARDIM VIVENDAS;;São José Do Rio Preto;SP;Brasil;13574594049799;;;08/01/2018;;Deletado;;;;;
10002514;2525;Burguer King Drive Marilia;BK Drive Marilia;;(14)99632-6335;;;Av. Tiradentes 1008;1008;17507-330;;;Marília;SP;Brasil;13574594054369;;;22/05/2017;;Deletado;;;;;
10002515;3424;BK Drive Ourinhos;BK Drive Ourinhos;;(14)99745-9917;;;Av. Luiz Saldanha Rodrigues;1760;19907-510;NOVA OURINHOS;;Ourinhos;SP;Brasil;13574594091213;;;20/05/2019;;Deletado;;;;;
10002516;3519;BK Drive Philadelpho;BK Drive Philadelpho;;(17)98106-8895;;;Av. Philadelpho Manoel Gouveia Netto Até 799 - Lado Ím;S/N;15050-465;JARDIM CAPARROZ;;São José Do Rio Preto;SP;Brasil;;;;30/07/2019;;Deletado;;;;;
10002518;1909;Burger King Franca Shopping;BK Franca Shopping;;16-3409-3973;;;Av. Rio Negro Loja 316 Levar Display;1100;14406-005;SÃO MIGUEL;;Franca;SP;Brasil;13574594001753;;;01/07/2015;;Deletado;;0;0;1;
10002519;2977;Burguer King Gardem Shoping;BK Gardem Shopping;;(18)99609-9519;;;Rodovia Sargento Luciano Arnaldo;0;16300-000;PQ INDUSTRIAL;;Penápolis;SP;Brasil;13574594054440;;;15/06/2018;;Deletado;;;;;
10002520;1923;Burger King Garden Catanduva;BK Garden Catan Burger King Garden Catanduva;;(11)23970-320;;;Av. Engenheiro José Nelson Machado;280;15800-200;CENTRO;;Catanduva;SP;Brasil;13574594004507;;;16/07/2015;;Deletado;;;;;
10002521;1924;Burguer King Iguatemi;BK Iguatemi;;(16) 3602-7434;;;Av. Juscelino Kubitschek 5.000;3021;15093-340;IGUATEMI;;São José Do Rio Preto;SP;Brasil;13574594031318;;;16/07/2015;;Deletado;;;;;
10002522;1908;Burger King Shop Iguatemi;BK Iguatemi Ribeirão;;16-996005136;;;Av. Luiz Eduardo Toledo Prado S/N;;00000-000;;;Ribeirão Preto;SP;Brasil;;;;30/06/2015;;Deletado;;;;;
10002523;1972;Burger King Marilia Shopping;BK Marilia Shopping;;14-99860-7186;;;Rua Dos Tucunarés;500;17507-280;JARDIM MARIA MARTHA;;Marília;SP;Brasil;13574594018214;;;04/09/2015;;Deletado;;;;;
10002524;2981;Burguer King(Shopping Barretos);BK North Shopping Barretos;;;;;Av. Consuelo Antonio Prado;1400;-;;;Barretos;SP;Brasil;13574594023803;;;15/06/2018;;Deletado;;;;;
10002525;2222;*BK OURINHOS SHOPPING - 26823;BK OURINHOS SHOPPING;;(14) 99628-8312;Restaurante;Estabelecimentos Alimentícios;Rua Cardoso Ribeiro;970;19912-120;VILA BOA ESPERANÇA;;Ourinhos;SP;Brasil;;;COMODATO 06/08/2019;06/08/2019;;Ativo;24/09/2023;0;0;136;
10002526;2978;Burguer King Parque Shopping;BK Parque Shopping Prudente;;(18)99682-2488;;;Rua Siqueira Campos De 1281/1282 Ao Fim;1545;19013-030;VILA ROBERTO;;Presidente Prudente;SP;Brasil;13574594063864;;;15/06/2018;;Deletado;;;;;
10002527;2546;Burguer King Plaza Shopping;BK Plaza Shopping;;(17)98131-7359;;;Av. José Munia;;15085-350;JARDIM REDENTOR;;São José Do Rio Preto;SP;Brasil;;;;10/07/2017;;Deletado;;;;;
10002528;2980;Burguer King Brasil;BK Prudente Shopping;;(18)3221 -1054;;;Av. Manoel Goulart De 2201/2202 Ao Fim;2400;19060-000;VILA SANTA HELENA;;Presidente Prudente;SP;Brasil;13574594001320;;;15/06/2018;;Deletado;;;;;
10002529;1905;Burguer King - Portugal Drive;BK Ribeirao Drive;;16-3621-1577;;;Av. Portugal;810;14020-380;JARDIM SÃO LUIZ;;Ribeirão Preto;SP;Brasil;13574594007522;;;30/06/2015;;Deletado;;;;;
10002530;1907;Burger King Ribeirao Shopping;BK Ribeirao Shopping;;16-3623-0823;;;Av. Coronel Fernando Ferreira Leite;1540;14026-900;JARDIM CALIFÓRNIA;;Ribeirão Preto;SP;Brasil;13574594007603;;;01/07/2015;;Deletado;;;;;
10002531;2697;Burger King Shopp Fernandópolis;BK Shopp Fernandópolis;;(17)99614-6812;;;Av. Litério Greco;600;15600-000;VILA SÃO FRANCISCO;;Fernandópolis;SP;Brasil;;;;20/11/2017;;Deletado;;;;;
10002532;2983;BK Shopping;BK Shopping;;(16)3202 -3901;;;Praça Doutor José Marcondes Homem De Melo;146;14870-515;CENTRO;;Jaboticabal;SP;Brasil;;;;15/06/2018;;Deletado;;;;;
10002533;2982;Burguer King Shopping;BK Shopping (Cargil);;(17)99227-5260;;;Alan Kardec;;-;CENTRO;;Bebedouro;SP;Brasil;13574594064917;;;15/06/2018;;Deletado;;;;;
10002534;1925;BK SHOPPING CIDADE NORTE;BK SHOPPING CIDADE NORTE NÃO É CARGIL;;(17) 99758-9422;;;Av. Alfredo Antônio De Oliveira;2077;15046-355;JD MARAJO;;São José Do Rio Preto;SP;Brasil;13574594031075;;COMODATO 20/08/2018, 21/08/2017, 09/05/2016 E 16/07/2015;16/07/2015;;Deletado;24/03/2022;0;0;52;
10002535;1912;BK Shopping Patio Botucatu;BK Shopping Patio Botucatu;;14-99673-5370 Â;;;Av. Marginal;200;18606-294;VILA REAL;;Botucatu;SP;Brasil;13574594015703;;;03/07/2015;;Deletado;;;;;
10002536;2976;Burguer King Shopping Praca Nova;BK Shopping Praca Nova;;(18)99759-9900;;;Marechal Rondon;600;-;;;Araçatuba;SP;Brasil;;;;15/06/2018;;Deletado;;;;;
10002537;1906;(BKstaursulashop) Burger King Sta Ursula Shopping;BK Sta Ursula Shop;;(16)99740-8537;;;Rua São José;993;14010-160;CENTRO;;Ribeirão Preto;SP;Brasil;13574594001400;;;01/07/2015;;Deletado;;;;;
10002538;1922;BODEGA DO PESCADOR;BODEGA DO PESCADOR;;(14) 3206-9357;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Júlio Maringoni;12-76;17014039;Vila América;;Bauru;SP;Brasil;;;;17/07/2015;;Ativo;14/09/2023;0;0;137;
10002539;COMODATO 15/04/2015;BODEGUITA MARMITARIA;BODEGUITA MARMITARIA;;(16) 3253-7266;;;Avenida Paulo Roberto Scandar;810;15900001;Centro;;Taquaritinga;SP;Brasil;;;;16/04/2015;;Inativo;10/02/2023;0;0;34;
10002540;COMODATO 20/09/2018,  22/07/2016, 19/09/2016, 06/12/2018 E 22/08/2018;BOI GORDO;BOI GORDO;;(14) 3262-1548;;Comércio;Rodovia Marechal Rondon;KM 317;17120-000;;;Agudos;SP;Brasil;;;;21/09/2018;;Ativo;01/10/2023;0;0;44;
10002541;3257;BOLICHE BOULEVARD SHOPPING;BOLICHE BOULEVARD SHOPPING;;(14) 3233-7406;;Comércio;Rua General Marcondes Salgado;11-39;17013113;Chácara das Flores;de Quadra 7 a Quadra 12;Bauru;SP;Brasil;;;;19/12/2018;;Ativo;15/09/2023;0;0;137;
10002542;;BOLINHA SALGADOS;BOLINHA SALGADOS;;;Restaurante;Estabelecimentos Alimentícios;Alameda Acrópole;6-25;17067-540;PARQUE SANTA EDWIGES;;Bauru;SP;Brasil;;;;22/07/2019;;Deletado;;0;0;1;
10002543;3015;ESPETINHO BELA VISTA;ESPETINHO BELA VISTA;;(14) 3232-5366;;;Rua Alto Juruá De Quadra 14 Ao Fim;14-50;17063-010;VILA LEMOS;;Bauru;SP;Brasil;27094996000106;;COMODATO 05/07/2018;06/07/2018;;Deletado;01/12/2019;0;0;5;
10002544;150;BOM BIFE;BOM BIFE;;(17) 3542-1746;Açougues;Comércio;Av. David J. Aschkar;12-80;14960-000;JD DIOGO CASTILHO;;Novo Horizonte;SP;Brasil;;;;13/03/2012;;Ativo;10/12/2023;0;0;41;
10002545;2129;BOM BIFE 2;BOM BIFE 2;;(17) 3542-1874;;;Rua Luciano Da Silva;379;14960000;;;Novo Horizonte;SP;Brasil;;;;30/11/2016;;Deletado;29/01/2020;0;0;3;
10002546;COMODATO 01/12/2015;BOM FILÉ MARMITARIA;BOM FILÉ MARMITARIA;;(14) 3265-3181;;;Rua Francisco D. Moura;6;17498-062;Jardim Kirilos;;Piratininga;SP;Brasil;;;;30/11/2016;;Ativo;11/10/2023;0;0;55;
10002547;;BOM GOSTO;BOM GOSTO;;(14) 9776-5968;;Comércio;Rua Quinze de Novembro;787;18680-030;Centro;;Lençóis Paulista;SP;Brasil;;;;30/11/2016;;Deletado;09/05/2021;0;0;47;
10002548;COMODATO 20/08/2018;O CASEIRO;O CASEIRO;;(14) 3021-1952;Restaurante;Estabelecimentos Alimentícios;Rua Aviador Gomes Ribeiro;20-18;17012-155;VILA ALTINÓPOLIS;;Bauru;SP;Brasil;;;;23/12/2011;;Ativo;17/09/2023;0;0;55;
10002549;2811;Bomsebo Fabricação e Comercio de Subprodutos de Origem Anima;Bomsebo Fabricação e Comercio de Subprodutos de Origem Anima;;;;;Est Ipiranga;SN;87660-000;GLEBA IPIRANGA;;Paranacity;PR;Brasil;24467395000103;;;02/02/2018;;Ativo;;;;;
10002550;2013;BONAS LANCHES;BONAS LANCHES;;(14) 99849-0809;Outros estabelecimentos comerciais;Comércio;Rua Henrique Tocalino;223;00000-000;;;Ourinhos;SP;Brasil;;;;07/10/2015;;Deletado;02/10/2020;0;0;12;
10002551;COMODATO 10/03/2021;BONDE CREPES E LANCHES;BONDE CREPES E LANCHES;;(16) 3416-0112;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Cap. Luiz Brandao;321;13567-390;VL NERY;;São Carlos;SP;Brasil;86294210453;;;22/11/2018;;Ativo;18/11/2023;0;0;59;
10002552;;BONGO COMIDA MEXICANA;BONGO COMIDA MEXICANA;;(14) 3204-2378;Restaurante;Estabelecimentos Alimentícios;Rua Joaquim da Silva Martha;14-69;17012030;Vila Santa Tereza;;Bauru;SP;Brasil;;;;17/07/2012;;Deletado;01/11/2022;0;0;38;
10002553;COMODATO 19/08/2019;BONGO LIBRE;BONGO LIBRE;;(14) 3208-3556;Restaurante;Estabelecimentos Alimentícios;Rua Rubens Pagani De Quadra 3 Ao Fim;4-70;17016-210;JARDIM ESTORIL IV;;Bauru;SP;Brasil;;;;19/08/2019;;Deletado;30/10/2020;0;0;8;
10002554;60;BONZAI;BONZAI;;(14) 3313-6433;;Comércio;Av. José Aiello 14-45;14-45;17018-786;RESIDENCIAL VILLAGGIO II ;;Bauru;SP;Brasil;;;;08/01/2013;;Deletado;03/09/2020;0;0;19;
10002555;3245;BOTECO DA ESQUINA;BOTECO DA ESQUINA;;(14) 98803-6617;;Comércio;Rua Alto Acre;3-10;17060180;Jardim Bela Vista;até Quadra 10;Bauru;SP;Brasil;;;;13/12/2018;;Deletado;13/06/2020;0;0;4;
10002556;3327;BOTECO DA ROSETA;BOTECO DA ROSETA;;(14) 99111-3862;;Comércio;Av. Rodrigues Alves De Quadra 19 A Quadra 26;21-08;17013-242;VILA CARDIA;;Bauru;SP;Brasil;32854187000187;;COMODATO 11/03/2019;12/03/2019;;Deletado;14/11/2019;0;0;2;
10002557;2001;BOTECO DO CEBOLA;BOTECO DO CEBOLA;;(14) 3522-7550;;Comércio;Rua Marquês De Tamandaré;248;16400-543;VILA PERIN;;Lins;SP;Brasil;32206834871;;comodato 29/09/2015;29/09/2015;;Deletado;29/03/2020;0;0;9;
10002558;3058;BOTECO DOS AMIGOS;BOTECO DOS AMIGOS;;(14) 3238-1447;;Comércio;Rua Bernardino de Campos;21-69;17055025;Vila Alto Paraíso;de Quadra 21 ao fim;Bauru;SP;Brasil;07526557005250;;;30/07/2018;;Deletado;18/09/2020;0;0;7;
10002559;2539;BOTEQUIM BAR;BOTEQUIM BAR;;(14) 3010-5841;;Comércio;Rua Padre João;12-81;17012-020;VILA SANTA TEREZA;;Bauru;SP;Brasil;;;;04/07/2017;;Deletado;25/06/2020;0;0;2;
10002560;158;Botique de Carne Soco;Botique de Carne Soco;;(14)3265 -3030;;;Rua Nair De Carvalho Timache 10;10;00000-000;;;Piratininga;SP;Brasil;;;;12/06/2008;;Deletado;;0;0;1;
10002561;159;BOTEQUIM DO LUSO MARMITARIA;BOTEQUIM DO LUSO MARMITARIA;;(14) 3214-3763;;;Av. Nossa Senhora De Fátima 10-67;10-67;17017-337;JARDIM AMÉRICA;;Bauru;SP;Brasil;;;;29/05/2009;;Ativo;16/09/2023;0;0;215;
10002562;COMODATO 06/09/2017;BRACELL;BRACELL;UNOP1290@GRSA.COM.BR;(14) 98129-9065;Refeitório;Indústrias;Rodovia Juliano Lorenzetti Quilômetro 4;S/N;18685-900;Distrito Empresarial Luiz Trecenti;RESTAURANTE DO PROJETO STAR;Lençóis Paulista;SP;Brasil;;;;30/11/2016;;Deletado;11/03/2022;0;0;46;
10002563;1717;BRASILEIRINHO;BRASILEIRINHO;;1430107676;;;Rua Antônio Alves;20-49;17012-060;Vila Santa Tereza;de Quadra 19 a Quadra 27;Bauru;SP;Brasil;;;;20/02/2015;;Deletado;27/11/2021;0;0;40;
10002564;;BRASILIA ALIMENTOS LTDA (SOLITO);BRASILIA ALIMENTOS LTDA (SOLITO);silvanabrum@solito.com.br;(14) 3332-1866;Outros estabelecimentos comerciais;Comércio;Rua Angelo Záia;S/N;18911-018;Distrito Industrial Michiyoshi Suzuki;;Santa Cruz do Rio Pardo;SP;Brasil;;;;07/10/2013;;Ativo;09/10/2023;0;0;68;
10002565;170;BRAZITA BAURU SHOPPING;BRAZITA BAURU SHOPPING;;(14) 3223-2344;;;Rua Henrique Savi;15-55;17011-900;VILA CIDADE UNIVERSITÁRIA;;Bauru;SP;Brasil;09630313000106;;COMODATO 18/01/2019;05/09/2011;;Deletado;14/02/2020;0;0;35;
